,val_loss,val_acc,loss,acc
0,1.3137955975532531,0.52,0.9729486579365201,0.6888888888888889
1,1.3126046001911162,0.53,0.9412485714091195,0.71
2,1.3154684722423553,0.53,0.9299315240648057,0.7122222222222222
3,1.3100128418207169,0.55,0.9555077997843424,0.6733333333333333
4,1.298759002685547,0.54,0.938203396598498,0.6966666666666667
5,1.304710902571678,0.52,0.9472626255618202,0.7077777777777777
6,1.2973559594154358,0.54,0.9152003574371338,0.7088888888888889
7,1.339028421640396,0.54,0.906496514611774,0.7177777777777777
8,1.2974159985780715,0.51,0.9158441680669784,0.7022222222222222
9,1.3006119430065155,0.57,0.9299787023332384,0.7266666666666667
10,1.3090314334630966,0.55,0.9168102787600623,0.7
11,1.3058606684207916,0.56,0.8941922534836663,0.7233333333333334
12,1.2802943271398544,0.51,0.9014068112108442,0.7111111111111111
13,1.3015913307666778,0.5,0.8767970688475503,0.7355555555555555
14,1.2887437707185745,0.53,0.860997413860427,0.7444444444444445
15,1.3015653896331787,0.55,0.8828791671991348,0.73
16,1.3005005276203156,0.56,0.8710584821303685,0.7366666666666667
17,1.2922361779212952,0.53,0.8602473046382269,0.7322222222222222
18,1.3003363758325577,0.56,0.8429151072767046,0.7533333333333333
19,1.3220356231927872,0.52,0.8473936278621356,0.75
20,1.2832177865505219,0.55,0.8229508110880852,0.7511111111111111
21,1.3030614101886748,0.54,0.8272690416706933,0.7533333333333333
22,1.2806535655260085,0.56,0.8535676385296715,0.7211111111111111
23,1.3028990942239762,0.56,0.8261769992775387,0.7577777777777778
24,1.2804742497205734,0.56,0.8214824270539813,0.7422222222222222
25,1.2803975480794907,0.54,0.8196805252631505,0.7511111111111111
26,1.2833337050676346,0.57,0.8271348613169458,0.7422222222222222
27,1.3141894820332527,0.56,0.8281476143333647,0.7444444444444445
28,1.2856902641057968,0.56,0.7950500053167343,0.7588888888888888
29,1.2951280838251114,0.54,0.7844356812371148,0.7688888888888888
30,1.2697946733236314,0.54,0.7762225191460715,0.76
31,1.2783631521463394,0.56,0.7859029127491846,0.7877777777777778
32,1.2883240669965743,0.54,0.7987014568514295,0.76
33,1.2723524904251098,0.5,0.7782287670506371,0.7666666666666667
34,1.2966460973024367,0.55,0.7792996832397249,0.7633333333333333
35,1.3019755232334136,0.57,0.7465238569842445,0.79
36,1.2734907627105714,0.54,0.7698258905940586,0.7733333333333333
37,1.2879342478513718,0.57,0.7503854781885941,0.7911111111111111
38,1.2616219431161881,0.56,0.7438610613346099,0.7877777777777778
39,1.2545428735017776,0.54,0.7502879297071033,0.7888888888888889
40,1.2606643855571746,0.53,0.7427697578403685,0.7722222222222223
41,1.2560371732711793,0.56,0.7495080901516809,0.7655555555555555
42,1.2605727303028107,0.57,0.7330576391352548,0.7955555555555556
43,1.2742808032035828,0.55,0.7292032726605733,0.7955555555555556
44,1.2585237747430802,0.54,0.7156538528203964,0.7955555555555556
45,1.2513599479198456,0.54,0.7221386735306846,0.7966666666666666
46,1.2651016676425935,0.57,0.7440966409113672,0.79
47,1.2431244570016862,0.57,0.708700084620052,0.8033333333333333
48,1.2432705622911453,0.58,0.7280140790012147,0.78
49,1.249535055756569,0.56,0.6997120498948627,0.7911111111111111
50,1.264246626496315,0.59,0.7137256342172623,0.8011111111111111
51,1.2577639669179916,0.57,0.6885000295771493,0.7944444444444444
52,1.255229960680008,0.58,0.7108152597149213,0.7766666666666666
53,1.2554961776733398,0.56,0.6795139792561531,0.8111111111111111
54,1.2878703129291535,0.56,0.6741887931691276,0.8211111111111111
55,1.2501501160860062,0.57,0.6720753874712521,0.8255555555555556
56,1.2482336139678956,0.57,0.6690092066261504,0.8266666666666667
57,1.2332972556352615,0.56,0.6639924494756593,0.8122222222222222
58,1.257697756290436,0.55,0.6837031130658255,0.8
59,1.2569202357530593,0.59,0.6678293988770909,0.8111111111111111
60,1.255006158053875,0.58,0.6462079334590171,0.84
61,1.2361894518136978,0.59,0.6629410849014918,0.8188888888888889
62,1.230941058397293,0.58,0.652293792631891,0.82
63,1.2588008633255958,0.55,0.6603209426667955,0.8033333333333333
64,1.2313240224123,0.55,0.6319617663489447,0.8333333333333334
65,1.2434182232618332,0.59,0.6395736471149657,0.8222222222222222
66,1.2397032779455186,0.56,0.6065306171443727,0.8444444444444444
67,1.2476396548748017,0.53,0.6122090631723404,0.8377777777777777
68,1.2352421382069587,0.55,0.630319069524606,0.8333333333333334
69,1.2591640293598174,0.58,0.6097543629672793,0.8333333333333334
70,1.2494753837585448,0.62,0.6038046962022782,0.8455555555555555
71,1.2388781583309174,0.57,0.6178294478522407,0.8444444444444444
72,1.240637131333351,0.57,0.6229636765850914,0.8377777777777777
73,1.2341531047224998,0.58,0.5829976876245605,0.8566666666666667
74,1.2272259804606438,0.59,0.6043743424779839,0.83
75,1.2319295340776444,0.59,0.5913070485658116,0.8433333333333334
76,1.2440434408187866,0.59,0.5976953214738104,0.8422222222222222
77,1.2449684429168701,0.54,0.5819370425740877,0.8566666666666667
78,1.249461595416069,0.56,0.5888734833068318,0.8555555555555555
79,1.2574275025725365,0.61,0.596544389559163,0.84
80,1.2248767867684365,0.59,0.5938403311040666,0.8433333333333334
81,1.2325021731853485,0.58,0.587608006298542,0.8533333333333334
82,1.2361065563559532,0.58,0.5592403560214573,0.8577777777777778
83,1.2513895100355148,0.57,0.5659614994790819,0.8444444444444444
84,1.2303300714492797,0.58,0.5390454530715942,0.8633333333333333
85,1.2428510639071464,0.6,0.5656807489527597,0.8411111111111111
86,1.2510785296559335,0.6,0.5431228591005007,0.86
87,1.2272006630897523,0.58,0.5496611689196692,0.8577777777777778
88,1.2295761650800705,0.57,0.54537518956595,0.8622222222222222
89,1.2220384633541108,0.59,0.5204126736190584,0.8622222222222222
90,1.2226036429405212,0.56,0.550176909731494,0.8566666666666667
91,1.240749286711216,0.6,0.5596563667390082,0.8488888888888889
92,1.2300324100255966,0.58,0.5345700615975592,0.8688888888888889
93,1.2856676346063614,0.59,0.5296700259049734,0.8744444444444445
94,1.2846190258860588,0.57,0.5358315949307547,0.8644444444444445
95,1.2294501337409018,0.61,0.5231469044089317,0.8688888888888889
96,1.242113972902298,0.58,0.5252247547772195,0.8744444444444445
97,1.237181702554226,0.61,0.4971313774585724,0.8822222222222222
98,1.232188494503498,0.59,0.5084229441152679,0.8777777777777778
99,1.2307294064760208,0.59,0.5120190039277077,0.8755555555555555
100,1.2620745341479778,0.59,0.486814107298851,0.8866666666666667
101,1.2291382586956023,0.59,0.508584106763204,0.8722222222222222
102,1.2289916741847993,0.61,0.49318914072381126,0.88
103,1.2278724193572998,0.57,0.4990035061372651,0.8677777777777778
104,1.2296118181943894,0.6,0.4902442287239763,0.8811111111111111
105,1.2238418531417847,0.59,0.46577358971039456,0.8922222222222222
106,1.2244257906079292,0.59,0.4865071051650577,0.8866666666666667
107,1.2487490302324296,0.57,0.478600483139356,0.8844444444444445
108,1.2590393921732903,0.52,0.5025414395994611,0.8722222222222222
109,1.2711110606789588,0.61,0.4742688232163588,0.8711111111111111
110,1.2498589354753493,0.6,0.48156142304341,0.8788888888888889
111,1.2260469338297844,0.6,0.4589669935239686,0.8888888888888888
112,1.2269894367456435,0.59,0.4698119943009482,0.8788888888888889
113,1.2286293828487396,0.56,0.4701100168791082,0.89
114,1.238075036406517,0.57,0.45496990667449105,0.8922222222222222
115,1.2230536073446274,0.58,0.458378746294313,0.89
116,1.2598490822315216,0.58,0.47369367361068726,0.8833333333333333
117,1.252361051440239,0.57,0.4225501827067799,0.9022222222222223
118,1.219335781633854,0.6,0.4590711555381616,0.8766666666666667
119,1.2515856543183326,0.59,0.44288010239601133,0.8911111111111111
120,1.2121045035123825,0.58,0.42923299120532143,0.9088888888888889
121,1.2786235566437245,0.58,0.4366514254940881,0.89
122,1.21580087184906,0.59,0.4433159600694974,0.8966666666666666
123,1.2374118001759051,0.61,0.4269495901796553,0.9
124,1.2217853555083276,0.61,0.4137511681185828,0.9144444444444444
125,1.2277644723653793,0.6,0.41744763758447434,0.9066666666666666
126,1.2455018661916255,0.6,0.4234559146563212,0.8855555555555555
127,1.2447064852714538,0.55,0.40236123498943116,0.9188888888888889
128,1.22633631169796,0.6,0.4132166296243668,0.9
129,1.23022125184536,0.58,0.4216724247402615,0.8955555555555555
130,1.2200379198789597,0.59,0.4225287421213256,0.9044444444444445
131,1.2805546486377717,0.63,0.4142724099506934,0.9011111111111111
132,1.226151557266712,0.59,0.3949562777744399,0.9222222222222223
133,1.2488385993242264,0.59,0.41597734055585334,0.8966666666666666
134,1.2591768327355384,0.62,0.38286550271014375,0.9122222222222223
135,1.2438592585921286,0.61,0.3946424417197704,0.9133333333333333
136,1.2387771838903427,0.61,0.39765070916877854,0.9222222222222223
137,1.2298062631487847,0.61,0.3907700243261125,0.9033333333333333
138,1.2814390894770622,0.61,0.3852792691025469,0.9266666666666666
139,1.247472015619278,0.58,0.3839526468515396,0.9211111111111111
140,1.2586428542435169,0.56,0.37138598072859974,0.9122222222222223
141,1.2373655426502228,0.62,0.3718309027618832,0.9166666666666666
142,1.2479234540462494,0.58,0.3725563426646921,0.9155555555555556
143,1.2666309790313244,0.61,0.37436714775032465,0.92
144,1.2416039682924747,0.59,0.3726780815753672,0.9166666666666666
145,1.2276097184419632,0.59,0.37156652758518854,0.9233333333333333
146,1.2224165147542954,0.61,0.3597285719878144,0.9211111111111111
147,1.2797301994264125,0.6,0.35487515936295194,0.9255555555555556
148,1.2576456168293952,0.59,0.36140482234458127,0.9166666666666666
149,1.226924394071102,0.59,0.35350267003807756,0.9233333333333333
150,1.2256246817111969,0.61,0.3488509650445647,0.9366666666666666
151,1.27813092648983,0.57,0.3548844946258598,0.93
152,1.2456816339492798,0.62,0.32800202016201285,0.9288888888888889
153,1.2433390411734582,0.61,0.3440493739147981,0.9288888888888889
154,1.238682704269886,0.62,0.3366903899113337,0.9355555555555556
155,1.2332277378439904,0.6,0.33364391431212426,0.9311111111111111
156,1.247233483493328,0.6,0.35135385709504285,0.9266666666666666
157,1.2274732160568238,0.61,0.35334217119548056,0.9222222222222223
158,1.2363974556326867,0.6,0.33153120055794716,0.9377777777777778
159,1.2346071960031986,0.6,0.34662461454669635,0.9311111111111111
160,1.2440805438160896,0.6,0.3341644501023822,0.93
161,1.25091842263937,0.62,0.32303822845220564,0.9266666666666666
162,1.2251582258939744,0.59,0.3269582684834798,0.9333333333333333
163,1.256457892358303,0.6,0.326663986792167,0.94
164,1.2511465179920196,0.59,0.3251231489578883,0.93
165,1.2275655722618104,0.6,0.3153799740638998,0.9333333333333333
166,1.2399903419613838,0.6,0.3231300191084544,0.9333333333333333
167,1.2344937512278558,0.61,0.3241361446430286,0.9366666666666666
168,1.2844362986087798,0.59,0.30991588555276395,0.9433333333333334
169,1.2366968438029289,0.6,0.31064704649978214,0.9388888888888889
170,1.2433763754367828,0.58,0.3321277962128321,0.9255555555555556
171,1.2286913976073266,0.61,0.31588776578505834,0.94
172,1.2907226741313935,0.54,0.30356704925497374,0.9433333333333334
173,1.2592865276336669,0.6,0.28824282424317466,0.9488888888888889
174,1.247957001030445,0.63,0.30010652224222817,0.9355555555555556
175,1.234601452946663,0.59,0.2992830382618639,0.94
176,1.264101843982935,0.61,0.29379112780094147,0.9477777777777778
177,1.239769102036953,0.58,0.29168597754504944,0.9377777777777778
178,1.2331416714191437,0.59,0.292971953501304,0.9433333333333334
179,1.232976347208023,0.59,0.2868105063339074,0.9433333333333334
180,1.2589679144322872,0.62,0.2788519625531303,0.9522222222222222
181,1.2544487489759921,0.62,0.26944346148106785,0.9477777777777778
182,1.2800447033345699,0.65,0.2886180129316118,0.9466666666666667
183,1.3044426107406617,0.63,0.2769497297041946,0.9511111111111111
184,1.2563196203112603,0.61,0.2867608772880501,0.9388888888888889
185,1.2468836565315724,0.6,0.27560798849496576,0.94
186,1.235386956334114,0.62,0.2818355066080888,0.9488888888888889
187,1.2457374423742293,0.61,0.2905233023729589,0.9455555555555556
188,1.2397309941053392,0.62,0.2609143441253238,0.9466666666666667
189,1.2425227573513984,0.61,0.26665069094962546,0.9533333333333334
190,1.252197866588831,0.61,0.2524957558181551,0.9588888888888889
191,1.2714135068655015,0.58,0.25162377980848155,0.9566666666666667
192,1.2665885458886623,0.63,0.28327678241663506,0.9444444444444444
193,1.309067506492138,0.62,0.2669233440193865,0.9555555555555556
194,1.2506431728601455,0.61,0.24937280466987027,0.9555555555555556
195,1.2838021340966224,0.6,0.25826843104014796,0.9522222222222222
196,1.2684305694699287,0.6,0.23522996755937736,0.9633333333333334
197,1.2615719693899154,0.61,0.24817703100542227,0.9544444444444444
198,1.2462015840411187,0.58,0.2506547081304921,0.9511111111111111
199,1.2478406298160554,0.61,0.24790820558038024,0.9455555555555556
